,journalName
756151,Proceedings of the 2016 CHI Conference on Human Factors in Computing Systems
821688,Transactions of the Association for Computational Linguistics
1771963,Proceedings of the 14th International Conference on Advances in Mobile Computing and Multi Media
1364211,Proceedings of the 33rd Annual ACM Conference on Human Factors in Computing Systems
2185171,Proceedings of the Annual Meeting of the Australian Special Interest Group for Computer Human Interaction
1247676,CHI '14 Extended Abstracts on Human Factors in Computing Systems
2558397,Comput. Speech Lang.
354011,Proceedings of the 5th International Workshop on Audio/Visual Emotion Challenge
1509822,bioRxiv
2268262,Proceedings of the National Academy of Sciences of the United States of America
330180,2013 Proceedings IEEE INFOCOM
35268,Proceedings of the 33rd Annual ACM Conference Extended Abstracts on Human Factors in Computing Systems
734817,"Proceedings of the 8th Nordic Conference on Human-Computer Interaction: Fun, Fast, Foundational"
1870280,Proceedings of the ACM 2012 conference on Computer Supported Cooperative Work
2427340,Proceedings of the ACM on Human-Computer Interaction
1658083,Universal Access in the Information Society
2500722,2017 IEEE 17th International Conference on Advanced Learning Technologies (ICALT)
2248700,Computer
1706446,Remote. Sens.
395737,Proceedings of the 14th EAI International Conference on Pervasive Computing Technologies for Healthcare
911881,2015 International Conference on Affective Computing and Intelligent Interaction (ACII)
1394902,Proceedings of the 2018 CHI Conference on Human Factors in Computing Systems
1552561,Proceedings of the 8th International Conference on Pervasive Computing Technologies for Healthcare
1608155,Proceedings of the 9th ACM Conference on Creativity & Cognition
1885049,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems
1810221,Comput. Hum. Behav.
134620,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems
2059761,Human–Computer Interaction
1323327,Proceedings of the 2014 conference on Designing interactive systems
1837535,Proceedings of the ACM on Human-Computer Interaction
1621159,Proceedings of the 33rd Annual ACM Conference on Human Factors in Computing Systems
2453786,Proceedings of the ACM on Human-Computer Interaction
2678549,Proceedings of the 2017 ACM SIGCHI Conference on Creativity and Cognition
2205492,Proceedings of the 18th ACM Conference on Computer Supported Cooperative Work & Social Computing
1739235,2015 International Conference on Affective Computing and Intelligent Interaction (ACII)
1002008,Face and Gesture 2011
1365453,IEEE Transactions on Affective Computing
1247716,Proceedings of the 29th Annual Symposium on User Interface Software and Technology
1470951,CHI '13 Extended Abstracts on Human Factors in Computing Systems
2468933,Proceedings of the 28th Annual ACM Symposium on User Interface Software & Technology
1772003,Proceedings of the 23rd international conference on World wide web
2677811,Proceedings of the 19th ACM SIGKDD international conference on Knowledge discovery and data mining
1346028,Ad Hoc Networks
540335,AI Mag.
2531313,IEEE Pervasive Computing
2212036,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems
676536,Proceedings of the 2016 CHI Conference on Human Factors in Computing Systems
1598869,Proceedings of the 33rd Annual ACM Conference on Human Factors in Computing Systems
343967,Proceedings of the 33rd Annual ACM Conference on Human Factors in Computing Systems
1499105,Global Environmental Change-human and Policy Dimensions
158255,Ecology and Society
1280497,2014 IEEE 30th International Conference on Data Engineering
2001394,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems
1313268,International Journal of Artificial Intelligence in Education
2121233,2012 IEEE Fourth International Conference On Digital Game And Intelligent Toy Enhanced Learning
920052,Proceedings of the Sixteenth ACM Conference on Economics and Computation
1354630,ArXiv
1347868,Proceedings of the 2016 ACM Conference on Economics and Computation
1944544,Proceedings of the 2016 ACM Conference on Economics and Computation
1106806,Proceedings of the 2017 ACM Conference on Economics and Computation
1116664,Int. J. Hum. Comput. Stud.
1958597,Proceedings of the 4th International Symposium on Pervasive Displays
2235093,Proceedings of the 14th International Conference on Mobile and Ubiquitous Multimedia
1280878,Comput. Networks
2493545,Adjunct Proceedings of the 2015 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2015 ACM International Symposium on Wearable Computers
1006568,Journal of Location Based Services
2159607,Proceedings of the 2014 conference on Designing interactive systems
1614661,Proceedings of the 27th annual ACM symposium on User interface software and technology
1935866,GetMobile Mob. Comput. Commun.
1837563,2014 IEEE Virtual Reality (VR)
1149439,Comput. Commun.
2142015,2016 IEEE Vehicular Networking Conference (VNC)
1968640,BMC Bioinformatics
802073,BMC Bioinformatics
952846,2012 IEEE International Conference on Communications (ICC)
758800,2011 18th IEEE International Conference on Image Processing
1915914,2015 37th Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC)
952854,Proceedings of the 11th International Conference on Automotive User Interfaces and Interactive Vehicular Applications
1935897,Journal of biomedical informatics
1149467,Pervasive Mob. Comput.
1870363,Proceedings of the 2018 CHI Conference on Human Factors in Computing Systems
1706527,IEEE Journal on Emerging and Selected Topics in Circuits and Systems
1018400,2019 IEEE 16th International Symposium on Biomedical Imaging (ISBI 2019)
1223732,Frontiers in Neuroscience
2534655,IEEE Transactions on Medical Imaging
1784202,IEEE Transactions on Biomedical Engineering
166433,Proceedings of the 17th ACM conference on Computer supported cooperative work & social computing
2153652,ACM Trans. Comput. Hum. Interact.
2591265,Proceedings of the Sixth International Conference on Learning Analytics & Knowledge
2256061,Proceedings of the Sixth International Conference on Learning Analytics & Knowledge
1661426,Proceedings of the Second (2015) ACM Conference on Learning @ Scale
2066980,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems
1903141,Methods in molecular biology
399658,Journal of chemical information and modeling
1236354,Bioinformatics
1188554,Bioinformatics
756263,2011 IEEE/RSJ International Conference on Intelligent Robots and Systems
2558505,Proceedings of the 2018 World Wide Web Conference
1088145,Proceedings of the 25th International Conference on World Wide Web
2593261,Proceedings of the 2015 ACM on Conference on Online Social Networks
1542697,Proceedings of the Design Society: International Conference on Engineering Design
273795,Research in Engineering Design
690743,Proc. VLDB Endow.
783136,Proceedings of the VLDB Endowment
657978,Applied Informatics
1524661,ACM Trans. Knowl. Discov. Data
854587,Proceedings of the 8th International Conference on Pervasive Computing Technologies for Healthcare
2460221,Knowl. Based Syst.
541902,Knowl. Based Syst.
1116736,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems
2230853,Journal of biomedical informatics
1449205,"Cognition, Technology & Work"
2047049,Journal of biomedical informatics
1870407,Proceedings of the 26th Symposium on Operating Systems Principles
1505170,2015 ACM/IEEE 42nd Annual International Symposium on Computer Architecture (ISCA)
1464494,Proceedings of the Twenty-Third ACM Symposium on Operating Systems Principles
1572332,Proceedings of the 2nd ACM Symposium on Cloud Computing
75004,ACM SIGCOMM Computer Communication Review
7569,ACM Transactions on Computer-Human Interaction (TOCHI)
1112289,Proceedings of the companion publication of the 17th ACM conference on Computer supported cooperative work & social computing
2132556,2018 Asia-Pacific Signal and Information Processing Association Annual Summit and Conference (APSIPA ASC)
1782823,Advanced Robotics
1961118,Proceedings of the second international conference on Human-agent interaction
2085362,International Journal of Social Robotics
2591321,Extended Abstracts of the 2021 CHI Conference on Human Factors in Computing Systems
498422,"Proceedings of the 15th Participatory Design Conference: Short Papers, Situated Actions, Workshops and Tutorial - Volume 2"
2463327,Companion Publication of the 2020 ACM Designing Interactive Systems Conference
1740721,Proceedings of the 2020 ACM Designing Interactive Systems Conference
1231584,AI Soc.
1558207,Design Issues
1815696,Nature
1837659,2018 International Workshop on Social Sensing (SocialSens)
723550,Proceedings of the 2013 conference on Computer supported cooperative work
189227,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems
1936574,2017 IEEE International Geoscience and Remote Sensing Symposium (IGARSS)
428640,2014 IEEE International Conference on Robotics and Automation (ICRA)
509861,2013 IEEE International Conference on Robotics and Automation
1501386,2011 IEEE/RSJ International Conference on Intelligent Robots and Systems
1359700,2013 IEEE/RSJ International Conference on Intelligent Robots and Systems
1794915,2011 IEEE International Conference on Robotics and Automation
658018,Proceedings of the 2016 Annual Symposium on Computer-Human Interaction in Play Companion Extended Abstracts
1215116,Proceedings of the 9th Nordic Conference on Human-Computer Interaction
2493027,Proceedings of the 2017 CHI Conference Extended Abstracts on Human Factors in Computing Systems
161661,Proceedings of the 33rd Annual ACM Conference on Human Factors in Computing Systems
395878,Extended Abstracts of the 2018 CHI Conference on Human Factors in Computing Systems
449266,Proceedings of the 19th International Conference on Human-Computer Interaction with Mobile Devices and Services
2215157,Proceedings of the 2017 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2017 ACM International Symposium on Wearable Computers
1044163,Proceedings of the 7th Augmented Human International Conference 2016
423765,Proceedings of the 2016 CHI Conference Extended Abstracts on Human Factors in Computing Systems
1051248,Graph. Model.
658033,Proceedings of the 2020 ACM Conference on Innovation and Technology in Computer Science Education
1160579,Proceedings of the 2019 ACM Conference on Innovation and Technology in Computer Science Education
